Yr,Mn,Date_excel,Date,CO2_ppm,seasonally_adjusted_ppm,fit_ppm,seasonally_adjusted_fit,CO2_filled_ppm,seasonally_adjusted_filled_ppm
1998,8,36022,1998.6219,365.78,367.21,365.52,366.99,365.78,367.21
1998,9,36053,1998.7068,363.9,367.19,363.9,367.21,363.9,367.19
1998,10,36083,1998.789,364.23,367.65,363.99,367.4,364.23,367.65
1998,11,36114,1998.874,365.46,367.6,365.45,367.57,365.46,367.6
1998,12,36144,1998.9562,366.97,367.85,366.86,367.72,366.97,367.85
1999,1,36175,1999.0411,368.15,368.12,367.9,367.86,368.15,368.12
1999,2,36206,1999.126,368.87,368.17,368.68,367.97,368.87,368.17
1999,3,36234,1999.2027,369.59,368.12,369.53,368.05,369.59,368.12
1999,4,36265,1999.2877,371.14,368.49,370.79,368.13,371.14,368.49
1999,5,36295,1999.3699,371,367.79,371.4,368.2,371,367.79
1999,6,36326,1999.4548,370.35,367.92,370.67,368.26,370.35,367.92
1999,7,36356,1999.537,369.27,368.48,369.09,368.33,369.27,368.48
1999,8,36387,1999.6219,366.93,368.36,366.93,368.4,366.93,368.36
1999,9,36418,1999.7068,364.64,367.94,365.16,368.47,364.64,367.94
1999,10,36448,1999.789,365.13,368.56,365.14,368.55,365.13,368.56
1999,11,36479,1999.874,366.68,368.83,366.51,368.64,366.68,368.83
1999,12,36509,1999.9562,368.01,368.89,367.86,368.72,368.01,368.89
2000,1,36540,2000.041,369.14,369.11,368.86,368.82,369.14,369.11
2000,2,36571,2000.1257,369.46,368.76,369.62,368.91,369.46,368.76
2000,3,36600,2000.2049,370.51,369.02,370.52,369,370.51,369.02
2000,4,36631,2000.2896,371.66,368.98,371.81,369.11,371.66,368.98
2000,5,36661,2000.3716,371.83,368.61,372.44,369.23,371.83,368.61
2000,6,36692,2000.4563,371.69,369.28,371.75,369.36,371.69,369.28
2000,7,36722,2000.5383,370.12,369.35,370.22,369.5,370.12,369.35
2000,8,36753,2000.623,368.12,369.59,368.14,369.64,368.12,369.59
2000,9,36784,2000.7077,366.62,369.94,366.45,369.79,366.62,369.94
2000,10,36814,2000.7896,366.73,370.16,366.51,369.93,366.73,370.16
2000,11,36845,2000.8743,368.29,370.44,367.95,370.08,368.29,370.44
2000,12,36875,2000.9563,369.53,370.41,369.34,370.2,369.53,370.41
2001,1,36906,2001.0411,370.28,370.25,370.37,370.33,370.28,370.25
2001,2,36937,2001.126,371.5,370.79,371.17,370.45,371.5,370.79
2001,3,36965,2001.2027,372.12,370.65,372.04,370.56,372.12,370.65
2001,4,36996,2001.2877,372.86,370.2,373.35,370.67,372.86,370.2
2001,5,37026,2001.3699,374.02,370.79,374.02,370.79,374.02,370.79
2001,6,37057,2001.4548,373.31,370.86,373.35,370.92,373.31,370.86
2001,7,37087,2001.537,371.62,370.82,371.81,371.05,371.62,370.82
2001,8,37118,2001.6219,369.55,370.99,369.72,371.2,369.55,370.99
2001,9,37149,2001.7068,367.96,371.28,368.01,371.35,367.96,371.28
2001,10,37179,2001.789,368.09,371.55,368.07,371.51,368.09,371.55
2001,11,37210,2001.874,369.68,371.85,369.53,371.67,369.68,371.85
2001,12,37240,2001.9562,371.24,372.13,370.96,371.83,371.24,372.13
2002,1,37271,2002.0411,372.44,372.4,372.04,372,372.44,372.4
2002,2,37302,2002.126,373.08,372.38,372.89,372.17,373.08,372.38
2002,3,37330,2002.2027,373.52,372.04,373.83,372.33,373.52,372.04
2002,4,37361,2002.2877,374.85,372.18,375.21,372.52,374.85,372.18
2002,5,37391,2002.3699,375.55,372.31,375.95,372.71,375.55,372.31
2002,6,37422,2002.4548,375.4,372.95,375.35,372.92,375.4,372.95
2002,7,37452,2002.537,374.02,373.22,373.9,373.13,374.02,373.22
2002,8,37483,2002.6219,371.48,372.93,371.88,373.36,371.48,372.93
2002,9,37514,2002.7068,370.7,374.03,370.25,373.6,370.7,374.03
2002,10,37544,2002.789,370.25,373.71,370.38,373.82,370.25,373.71
2002,11,37575,2002.874,372.08,374.25,371.91,374.06,372.08,374.25
2002,12,37605,2002.9562,373.78,374.68,373.41,374.28,373.78,374.68
2003,1,37636,2003.0411,374.68,374.65,374.55,374.51,374.68,374.65
2003,2,37667,2003.126,375.62,374.91,375.45,374.72,375.62,374.91
2003,3,37695,2003.2027,376.11,374.63,376.42,374.92,376.11,374.63
2003,4,37726,2003.2877,377.65,374.97,377.83,375.13,377.65,374.97
2003,5,37756,2003.3699,378.35,375.1,378.58,375.33,378.35,375.1
2003,6,37787,2003.4548,378.13,375.66,377.98,375.53,378.13,375.66
2003,7,37817,2003.537,376.61,375.81,376.49,375.73,376.61,375.81
2003,8,37848,2003.6219,374.48,375.94,374.43,375.92,374.48,375.94
2003,9,37879,2003.7068,372.98,376.32,372.74,376.1,372.98,376.32
2003,10,37909,2003.789,373,376.47,372.81,376.27,373,376.47
2003,11,37940,2003.874,374.35,376.52,374.27,376.43,374.35,376.52
2003,12,37970,2003.9562,375.69,376.58,375.69,376.57,375.69,376.58
2004,1,38001,2004.041,376.79,376.76,376.75,376.71,376.79,376.76
2004,2,38032,2004.1257,377.36,376.65,377.56,376.84,377.36,376.65
2004,3,38061,2004.2049,378.39,376.88,378.49,376.96,378.39,376.88
2004,4,38092,2004.2896,380.5,377.79,379.81,377.08,380.5,377.79
2004,5,38122,2004.3716,380.61,377.36,380.44,377.19,380.61,377.36
2004,6,38153,2004.4563,379.55,377.1,379.73,377.3,379.55,377.1
2004,7,38183,2004.5383,377.76,376.99,378.16,377.42,377.76,376.99
2004,8,38214,2004.623,375.83,377.32,376.03,377.56,375.83,377.32
2004,9,38245,2004.7077,374.05,377.41,374.33,377.71,374.05,377.41
2004,10,38275,2004.7896,374.22,377.7,374.41,377.87,374.22,377.7
2004,11,38306,2004.8743,375.84,378.02,375.9,378.05,375.84,378.02
2004,12,38336,2004.9563,377.44,378.34,377.36,378.24,377.44,378.34
2005,1,38367,2005.0411,378.34,378.31,378.49,378.44,378.34,378.31
2005,2,38398,2005.126,379.61,378.89,379.38,378.66,379.61,378.89
2005,3,38426,2005.2027,380.08,378.59,380.36,378.85,380.08,378.59
2005,4,38457,2005.2877,382.05,379.35,381.79,379.07,382.05,379.35
2005,5,38487,2005.3699,382.24,378.97,382.55,379.29,382.24,378.97
2005,6,38518,2005.4548,382.08,379.6,381.97,379.51,382.08,379.6
2005,7,38548,2005.537,380.67,379.86,380.49,379.72,380.67,379.86
2005,8,38579,2005.6219,378.67,380.13,378.44,379.94,378.67,380.13
2005,9,38610,2005.7068,376.42,379.78,376.76,380.15,376.42,379.78
2005,10,38640,2005.789,376.8,380.29,376.86,380.35,376.8,380.29
2005,11,38671,2005.874,378.31,380.5,378.38,380.55,378.31,380.5
2005,12,38701,2005.9562,379.96,380.86,379.85,380.73,379.96,380.86
2006,1,38732,2006.0411,381.37,381.33,380.96,380.91,381.37,381.33
2006,2,38763,2006.126,382.02,381.3,381.81,381.08,382.02,381.3
2006,3,38791,2006.2027,382.56,381.07,382.74,381.23,382.56,381.07
2006,4,38822,2006.2877,384.37,381.66,384.11,381.39,384.37,381.66
2006,5,38852,2006.3699,384.92,381.64,384.81,381.53,384.92,381.64
2006,6,38883,2006.4548,384.03,381.54,384.14,381.68,384.03,381.54
2006,7,38913,2006.537,382.28,381.47,382.59,381.82,382.28,381.47
2006,8,38944,2006.6219,380.48,381.94,380.46,381.97,380.48,381.94
2006,9,38975,2006.7068,378.81,382.18,378.72,382.12,378.81,382.18
2006,10,39005,2006.789,379.06,382.56,378.77,382.26,379.06,382.56
2006,11,39036,2006.874,380.14,382.34,380.24,382.41,380.14,382.34
2006,12,39066,2006.9562,381.66,382.56,381.67,382.56,381.66,382.56
2007,1,39097,2007.0411,382.58,382.55,382.75,382.71,382.58,382.55
2007,2,39128,2007.126,383.71,382.99,383.6,382.87,383.71,382.99
2007,3,39156,2007.2027,384.34,382.84,384.53,383.01,384.34,382.84
2007,4,39187,2007.2877,386.23,383.51,385.9,383.17,386.23,383.51
2007,5,39217,2007.3699,386.41,383.12,386.61,383.32,386.41,383.12
2007,6,39248,2007.4548,385.87,383.38,385.96,383.48,385.87,383.38
2007,7,39278,2007.537,384.45,383.64,384.42,383.64,384.45,383.64
2007,8,39309,2007.6219,381.84,383.31,382.3,383.81,381.84,383.31
2007,9,39340,2007.7068,380.86,384.25,380.57,383.98,380.86,384.25
2007,10,39370,2007.789,380.86,384.38,380.63,384.13,380.86,384.38
2007,11,39401,2007.874,382.36,384.56,382.11,384.29,382.36,384.56
2007,12,39431,2007.9562,383.61,384.52,383.55,384.44,383.61,384.52
2008,1,39462,2008.041,385.07,385.04,384.63,384.58,385.07,385.04
2008,2,39493,2008.1257,385.84,385.12,385.46,384.73,385.84,385.12
2008,3,39522,2008.2049,385.83,384.3,386.41,384.86,385.83,384.3
2008,4,39553,2008.2896,386.77,384.02,387.78,385.01,386.77,384.02
2008,5,39583,2008.3716,388.51,385.21,388.47,385.17,388.51,385.21
2008,6,39614,2008.4563,388.05,385.57,387.8,385.34,388.05,385.57
2008,7,39644,2008.5383,386.25,385.47,386.26,385.51,386.25,385.47
2008,8,39675,2008.623,384.08,385.59,384.14,385.68,384.08,385.59
2008,9,39706,2008.7077,383.09,386.49,382.42,385.85,383.09,386.49
2008,10,39736,2008.7896,382.78,386.3,382.5,386.01,382.78,386.3
2008,11,39767,2008.8743,384.01,386.22,383.98,386.16,384.01,386.22
2008,12,39797,2008.9563,385.11,386.02,385.42,386.31,385.11,386.02
2009,1,39828,2009.0411,386.65,386.62,386.51,386.47,386.65,386.62
2009,2,39859,2009.126,387.12,386.4,387.36,386.62,387.12,386.4
2009,3,39887,2009.2027,388.52,387.01,388.29,386.76,388.52,387.01
2009,4,39918,2009.2877,389.57,386.84,389.68,386.93,389.57,386.84
2009,5,39948,2009.3699,390.16,386.85,390.4,387.09,390.16,386.85
2009,6,39979,2009.4548,389.62,387.11,389.76,387.27,389.62,387.11
2009,7,40009,2009.537,388.07,387.25,388.24,387.46,388.07,387.25
2009,8,40040,2009.6219,386.08,387.56,386.14,387.66,386.08,387.56
2009,9,40071,2009.7068,384.65,388.06,384.45,387.88,384.65,388.06
2009,10,40101,2009.789,384.33,387.87,384.56,388.09,384.33,387.87
2009,11,40132,2009.874,386.05,388.27,386.11,388.31,386.05,388.27
2009,12,40162,2009.9562,387.49,388.4,387.64,388.53,387.49,388.4
2010,1,40193,2010.0411,388.55,388.52,388.81,388.76,388.55,388.52
2010,2,40224,2010.126,390.07,389.35,389.72,388.99,390.07,389.35
2010,3,40252,2010.2027,391.01,389.5,390.71,389.18,391.01,389.5
2010,4,40283,2010.2877,392.38,389.64,392.15,389.39,392.38,389.64
2010,5,40313,2010.3699,393.22,389.9,392.9,389.58,393.22,389.9
2010,6,40344,2010.4548,392.24,389.72,392.26,389.76,392.24,389.72
2010,7,40374,2010.537,390.33,389.51,390.72,389.94,390.33,389.51
2010,8,40405,2010.6219,388.52,390.01,388.59,390.11,388.52,390.01
2010,9,40436,2010.7068,386.84,390.26,386.84,390.28,386.84,390.26
2010,10,40466,2010.789,387.16,390.71,386.89,390.43,387.16,390.71
2010,11,40497,2010.874,388.67,390.89,388.37,390.58,388.67,390.89
2010,12,40527,2010.9562,389.81,390.72,389.82,390.71,389.81,390.72
2011,1,40558,2011.0411,391.3,391.26,390.89,390.84,391.3,391.26
2011,2,40589,2011.126,391.92,391.19,391.71,390.97,391.92,391.19
2011,3,40617,2011.2027,392.45,390.93,392.62,391.09,392.45,390.93
2011,4,40648,2011.2877,393.37,390.62,393.99,391.22,393.37,390.62
2011,5,40678,2011.3699,394.28,390.95,394.69,391.36,394.28,390.95
2011,6,40709,2011.4548,393.69,391.17,394.02,391.52,393.69,391.17
2011,7,40739,2011.537,392.59,391.77,392.47,391.68,392.59,391.77
2011,8,40770,2011.6219,390.21,391.7,390.33,391.86,390.21,391.7
2011,9,40801,2011.7068,389,392.43,388.6,392.05,389,392.43
2011,10,40831,2011.789,388.93,392.49,388.68,392.22,388.93,392.49
2011,11,40862,2011.874,390.24,392.48,390.2,392.41,390.24,392.48
2011,12,40892,2011.9562,391.8,392.72,391.68,392.58,391.8,392.72
2012,1,40923,2012.041,393.07,393.04,392.81,392.77,393.07,393.04
2012,2,40954,2012.1257,393.35,392.62,393.69,392.95,393.35,392.62
2012,3,40983,2012.2049,394.36,392.8,394.7,393.13,394.36,392.8
2012,4,41014,2012.2896,396.43,393.65,396.14,393.33,396.43,393.65
2012,5,41044,2012.3716,396.87,393.53,396.87,393.53,396.87,393.53
2012,6,41075,2012.4563,395.88,393.37,396.24,393.75,395.88,393.37
2012,7,41105,2012.5383,394.52,393.73,394.73,393.97,394.52,393.73
2012,8,41136,2012.623,392.54,394.06,392.65,394.21,392.54,394.06
2012,9,41167,2012.7077,391.13,394.57,390.98,394.45,391.13,394.57
2012,10,41197,2012.7896,391.01,394.58,391.14,394.69,391.01,394.58
2012,11,41228,2012.8743,392.95,395.19,392.72,394.93,392.95,395.19
2012,12,41258,2012.9563,394.34,395.25,394.26,395.17,394.34,395.25
2013,1,41289,2013.0411,395.61,395.57,395.44,395.4,395.61,395.57
2013,2,41320,2013.126,396.85,396.11,396.37,395.62,396.85,396.11
2013,3,41348,2013.2027,397.26,395.73,397.37,395.82,397.26,395.73
2013,4,41379,2013.2877,398.35,395.58,398.82,396.03,398.35,395.58
2013,5,41409,2013.3699,399.98,396.63,399.59,396.24,399.98,396.63
2013,6,41440,2013.4548,398.87,396.33,398.96,396.44,398.87,396.33
2013,7,41470,2013.537,397.37,396.55,397.42,396.63,397.37,396.55
2013,8,41501,2013.6219,395.41,396.91,395.29,396.82,395.41,396.91
2013,9,41532,2013.7068,393.39,396.84,393.55,397.01,393.39,396.84
2013,10,41562,2013.789,393.7,397.28,393.62,397.19,393.7,397.28
2013,11,41593,2013.874,395.19,397.44,395.15,397.37,395.19,397.44
2013,12,41623,2013.9562,396.82,397.75,396.64,397.54,396.82,397.75
2014,1,41654,2014.0411,397.92,397.89,397.76,397.71,397.92,397.89
2014,2,41685,2014.126,398.1,397.37,398.63,397.88,398.1,397.37
2014,3,41713,2014.2027,399.47,397.94,399.58,398.03,399.47,397.94
2014,4,41744,2014.2877,401.33,398.55,400.99,398.2,401.33,398.55
2014,5,41774,2014.3699,401.88,398.52,401.72,398.35,401.88,398.52
2014,6,41805,2014.4548,401.31,398.76,401.04,398.52,401.31,398.76
2014,7,41835,2014.537,399.07,398.24,399.46,398.67,399.07,398.24
2014,8,41866,2014.6219,397.21,398.71,397.29,398.83,397.21,398.71
2014,9,41897,2014.7068,395.4,398.86,395.52,399,395.4,398.86
2014,10,41927,2014.789,395.65,399.24,395.59,399.17,395.65,399.24
2014,11,41958,2014.874,397.22,399.48,397.11,399.34,397.22,399.48
2014,12,41988,2014.9562,398.79,399.71,398.61,399.52,398.79,399.71
2015,1,42019,2015.0411,399.85,399.82,399.74,399.7,399.85,399.82
2015,2,42050,2015.126,400.31,399.57,400.64,399.89,400.31,399.57
2015,3,42078,2015.2027,401.51,399.97,401.62,400.07,401.51,399.97
2015,4,42109,2015.2877,403.45,400.67,403.08,400.27,403.45,400.67
2015,5,42139,2015.3699,404.1,400.73,403.86,400.49,404.1,400.73
2015,6,42170,2015.4548,402.88,400.32,403.25,400.72,402.88,400.32
2015,7,42200,2015.537,401.61,400.78,401.76,400.96,401.61,400.78
2015,8,42231,2015.6219,399,400.51,399.69,401.24,399,400.51
2015,9,42262,2015.7068,397.5,400.97,398.05,401.54,397.5,400.97
2015,10,42292,2015.789,398.28,401.89,398.25,401.85,398.28,401.89
2015,11,42323,2015.874,400.24,402.5,399.93,402.17,400.24,402.5
2015,12,42353,2015.9562,401.89,402.82,401.57,402.48,401.89,402.82
2016,1,42384,2016.041,402.65,402.62,402.85,402.8,402.65,402.62
2016,2,42415,2016.1257,404.16,403.42,403.86,403.12,404.16,403.42
2016,3,42444,2016.2049,404.85,403.28,404.98,403.39,404.85,403.28
2016,4,42475,2016.2896,407.57,404.75,406.51,403.67,407.57,404.75
2016,5,42505,2016.3716,407.66,404.27,407.3,403.92,407.66,404.27
2016,6,42536,2016.4563,407,404.46,406.68,404.16,407,404.46
2016,7,42566,2016.5383,404.5,403.7,405.15,404.38,404.5,403.7
2016,8,42597,2016.623,402.24,403.78,403.02,404.6,402.24,403.78
2016,9,42628,2016.7077,401.01,404.51,401.31,404.82,401.01,404.51
2016,10,42658,2016.7896,401.5,405.11,401.44,405.04,401.5,405.11
2016,11,42689,2016.8743,403.64,405.9,403.01,405.25,403.64,405.9
2016,12,42719,2016.9563,404.55,405.48,404.53,405.44,404.55,405.48
2017,1,42750,2017.0411,406.07,406.04,405.68,405.64,406.07,406.04
2017,2,42781,2017.126,406.64,405.9,406.57,405.82,406.64,405.9
2017,3,42809,2017.2027,407.06,405.51,407.54,405.98,407.06,405.51
2017,4,42840,2017.2877,408.95,406.15,408.97,406.15,408.95,406.15
2017,5,42870,2017.3699,409.91,406.52,409.71,406.32,409.91,406.52
2017,6,42901,2017.4548,409.12,406.54,409.03,406.48,409.12,406.54
2017,7,42931,2017.537,407.2,406.37,407.44,406.64,407.2,406.37
2017,8,42962,2017.6219,405.24,406.76,405.25,406.8,405.24,406.76
2017,9,42993,2017.7068,403.27,406.76,403.45,406.96,403.27,406.76
2017,10,43023,2017.789,403.64,407.27,403.5,407.12,403.64,407.27
2017,11,43054,2017.874,405.17,407.45,405.01,407.27,405.17,407.45
2017,12,43084,2017.9562,406.75,407.69,406.49,407.4,406.75,407.69
2018,1,43115,2018.0411,408.05,408.02,407.58,407.54,408.05,408.02
2018,2,43146,2018.126,408.34,407.6,408.42,407.66,408.34,407.6
2018,3,43174,2018.2027,409.26,407.71,409.34,407.77,409.26,407.71
2018,4,43205,2018.2877,410.31,407.5,410.72,407.89,410.31,407.5
2018,5,43235,2018.3699,411.31,407.9,411.42,408.01,411.31,407.9
2018,6,43266,2018.4548,410.88,408.3,410.7,408.14,410.88,408.3
2018,7,43296,2018.537,408.9,408.06,409.07,408.27,408.9,408.06
2018,8,43327,2018.6219,407.1,408.62,-99.99,-99.99,407.1,408.62
2018,9,43358,2018.7068,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2018,10,43388,2018.789,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2018,11,43419,2018.874,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2018,12,43449,2018.9562,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99